,single_y,,,,,,,,,,,,,,,,,,single_n,,,,,,,,,,,,,,,,,,double,,,,,,,,,,,,,,,,,
,AB90fr,,AB90fx,,AB180fr,,AB180fx,,G90,,G180,,addE,,remE,,cost,,AB90fr,,AB90fx,,AB180fr,,AB180fx,,G90,,G180,,addE,,remE,,cost,,AB90fr,,AB90fx,,AB180fr,,AB180fx,,G90,,G180,,addE,,remE,,cost,
dfs_s,35.20661157024794,3.7258496913945702,68.47933884297521,3.9604275306960632,25.545454545454547,3.122498999199199,31.462809917355372,3.6033348496313096,0,0.0,0,0.0,70.40495867768595,2.672634506738916,70.40495867768595,2.672634506738916,2050.314049586777,55.93028146091812,34.59504132231405,4.224094601995979,69.83471074380165,5.239826821944304,0,0.0,39.11570247933884,3.4355739031604506,0,0.0,0,0.0,128.87603305785123,8.480929831032567,128.87603305785123,8.480929831032567,2178.0413223140495,84.92181666040584,0,0.0,0,0.0,0,0.0,0,0.0,45.32258064516129,4.109375334993141,31.201612903225808,3.797688297080656,59.33064516129032,0.5662854891127341,59.33064516129032,0.5662854891127341,2079.8225806451615,79.3313569871095
dfs_se,34.099173553719005,3.802203218042766,66.33884297520662,4.473167630453585,25.545454545454547,3.122498999199199,29.65289256198347,4.083933446653387,0,0.0,0,0.0,66.42148760330579,4.727141606573157,66.42148760330579,4.727141606573157,1972.1652892561983,100.00123725129922,33.429752066115704,4.41932582769701,67.7603305785124,5.7184275131490905,0,0.0,37.21487603305785,3.8431901062577514,0,0.0,0,0.0,122.72727272727273,11.32548748031036,122.72727272727273,11.32548748031036,2090.004132231405,131.91085209128565,0,0.0,0,0.0,0,0.0,0,0.0,43.70161290322581,4.219543840620878,29.362903225806452,4.296594751905668,55.524193548387096,4.373727382252691,55.524193548387096,4.373727382252691,1977.016129032258,139.7788022515486
dfs_sb,35.20661157024794,3.7258496913945702,68.47933884297521,3.9604275306960632,25.545454545454547,3.122498999199199,31.462809917355372,3.6033348496313096,0,0.0,0,0.0,70.40495867768595,2.672634506738916,70.40495867768595,2.672634506738916,2050.314049586777,55.93028146091812,20.727272727272727,2.9552213679068666,69.0495867768595,4.793834998671769,0,0.0,35.65289256198347,3.723149974151934,0,0.0,0,0.0,100.83471074380165,5.96985079020408,100.83471074380165,5.96985079020408,1918.6363636363637,71.35480595820673,0,0.0,0,0.0,0,0.0,0,0.0,56.24193548387097,4.081230022905946,16.120967741935484,2.3567676014843384,59.104838709677416,0.7078944892568897,59.104838709677416,0.7078944892568897,1844.8870967741937,74.9522568557006
dfs_sbe,34.099173553719005,3.802203218042766,66.33884297520662,4.473167630453585,25.545454545454547,3.122498999199199,29.65289256198347,4.083933446653387,0,0.0,0,0.0,66.42148760330579,4.727141606573157,66.42148760330579,4.727141606573157,1972.1652892561983,100.00123725129922,19.801652892561982,3.097364026369153,67.10743801652893,4.946044973667617,0,0.0,34.8099173553719,3.952455037877886,0,0.0,0,0.0,96.60330578512396,7.718462000125602,96.60330578512396,7.718462000125602,1860.0826446280992,101.36564069223682,0,0.0,0,0.0,0,0.0,0,0.0,54.83064516129032,4.197796119788302,14.806451612903226,3.0004807727359886,56.064516129032256,3.6330504898124327,56.064516129032256,3.6330504898124327,1765.0645161290322,121.26714056604443
dfs_r,42.51322314049587,4.813673695812126,66.28181818181818,4.790300718745456,22.668595041322313,3.608429911761874,33.77355371900826,4.035405108689741,0,0.0,0,0.0,85.44793388429753,5.867380481052696,85.44793388429753,5.867380481052696,2139.3243801652893,76.6987108786231,32.83140495867769,4.035779454795618,67.94214876033058,4.786936871296641,0,0.0,38.66528925619835,3.7078418395784687,0,0.0,0,0.0,125.06611570247934,8.082837803088422,125.06611570247934,8.082837803088422,2124.1760330578513,85.86511776674702,0,0.0,0,0.0,0,0.0,0,0.0,43.92580645161291,4.2766681412371845,31.691129032258065,3.687194254227168,59.10322580645161,0.8089427015618377,59.10322580645161,0.8089427015618377,2065.6629032258065,84.35992250027337
dfs_re,41.99669421487603,4.930114310106734,64.89834710743801,4.716135361666094,22.62892561983471,3.740152507617354,32.759504132231406,3.993275541097723,0,0.0,0,0.0,82.73471074380166,6.164269232991657,82.73471074380166,6.164269232991657,2091.7628099173553,84.62548948754164,32.16611570247934,4.252922971283458,65.91157024793388,4.983142634745747,0,0.0,38.00826446280992,3.9552832771653126,0,0.0,0,0.0,121.34628099173554,9.269064509277108,121.34628099173554,9.269064509277108,2071.4747933884296,100.45465906915437,0,0.0,0,0.0,0,0.0,0,0.0,42.744354838709675,4.470688366057414,30.828225806451613,3.871879966736486,56.68709677419355,2.7623949950114235,56.68709677419355,2.7623949950114235,2006.4822580645161,108.74669239606453
dfs_rb,35.52479338842975,4.286257899508345,66.3694214876033,4.716957126005086,23.822314049586776,3.7200191129498634,31.188429752066117,3.874695539310983,0,0.0,0,0.0,68.95619834710743,2.981980416817564,68.95619834710743,2.981980416817564,2000.8896694214875,59.98787112635988,21.131404958677685,3.000979521860958,67.68677685950414,4.891231196927475,0,0.0,36.87851239669421,3.7142719093567895,0,0.0,0,0.0,101.65702479338843,6.075664708109986,101.65702479338843,6.075664708109986,1931.2185950413223,71.00701529672628,0,0.0,0,0.0,0,0.0,0,0.0,56.12258064516129,3.804691863886573,15.899193548387096,2.164427201784054,59.10725806451613,0.8168596125712202,59.10725806451613,0.8168596125712202,1835.8564516129031,79.63805556249409
dfs_rbe,34.7099173553719,4.37652783122819,64.81900826446281,5.005816534899484,23.84793388429752,3.920004455812564,30.050413223140495,4.032121316440637,0,0.0,0,0.0,66.16859504132232,4.003679718911264,66.16859504132232,4.003679718911264,1947.9747933884298,81.55756278427195,20.366115702479338,2.859374428191751,66.15619834710743,4.982805713765961,0,0.0,35.91074380165289,3.775586581827017,0,0.0,0,0.0,97.97520661157024,6.893809704376438,97.97520661157024,6.893809704376438,1878.0260330578512,85.92668085647006,0,0.0,0,0.0,0,0.0,0,0.0,54.523387096774194,3.955087015017853,14.933064516129033,2.5472839758501307,56.57338709677419,2.9954662775080765,56.57338709677419,2.9954662775080765,1764.7532258064516,107.02581468862238
dfsLook_s,39.87603305785124,3.4437630772501477,74.58677685950413,3.785211181884051,13.049586776859504,3.425033429689462,37.33057851239669,2.9308372801188463,0,0.0,0,0.0,96.28099173553719,4.247005102610285,96.28099173553719,4.247005102610285,2227.3429752066118,69.88341580380651,40.63636363636363,4.892170615721955,75.56198347107438,4.022628829475138,0,0.0,41.27272727272727,3.03589635308366,0,0.0,0,0.0,151.91735537190084,10.356629742069813,151.91735537190084,10.356629742069813,2405.2603305785124,91.7293596032543,0,0.0,0,0.0,0,0.0,0,0.0,51.36290322580645,4.1542116495892465,33.07258064516129,3.023413746826655,70.66129032258064,1.9164970449123104,70.66129032258064,1.9164970449123104,2302.0806451612902,87.20871113106395
