,single_y,,,,,,,,,,,,,,,,,,single_n,,,,,,,,,,,,,,,,,,double,,,,,,,,,,,,,,,,,
,AB90fr,,AB90fx,,AB180fr,,AB180fx,,G90,,G180,,addE,,remE,,cost,,AB90fr,,AB90fx,,AB180fr,,AB180fx,,G90,,G180,,addE,,remE,,cost,,AB90fr,,AB90fx,,AB180fr,,AB180fx,,G90,,G180,,addE,,remE,,cost,
dfs_s,24.153846153846153,3.5211206452336445,46.68131868131868,4.718472259532789,16.571428571428573,2.9707569448537567,21.35164835164835,4.080777775467228,0,0.0,0,0.0,48.53846153846154,2.0779674487221205,48.53846153846154,2.0779674487221205,1390.5384615384614,50.08959920700054,24.626373626373628,3.0791353463390467,48.1978021978022,5.34419681153675,0,0.0,27.604395604395606,4.010760861258458,0,0.0,0,0.0,92.98901098901099,6.206617446089305,92.98901098901099,6.206617446089305,1534.456043956044,57.93524394392839,0,0.0,0,0.0,0,0.0,0,0.0,31.76086956521739,4.253943394120593,21.532608695652176,4.261896309495409,43.619565217391305,0.5312723956101191,43.619565217391305,0.5312723956101191,1455.6739130434783,74.2903582840356
dfs_se,21.86813186813187,3.733359497553529,43.252747252747255,4.875319719643254,16.571428571428573,2.9707569448537567,18.934065934065934,4.474128587538205,0,0.0,0,0.0,42.67032967032967,5.266360634684482,42.67032967032967,5.266360634684482,1273.2637362637363,113.84568846223726,22.593406593406595,3.221380042355974,44.65934065934066,5.733371666964446,0,0.0,25.054945054945055,4.204131928796393,0,0.0,0,0.0,83.12087912087912,9.85656596142351,83.12087912087912,9.85656596142351,1398.989010989011,123.10291489513014,0,0.0,0,0.0,0,0.0,0,0.0,29.25,4.406850311767995,19.119565217391305,4.7366756815496105,37.869565217391305,5.275315502890857,37.869565217391305,5.275315502890857,1310.0652173913043,157.93097701891807
dfs_sb,24.153846153846153,3.5211206452336445,46.68131868131868,4.718472259532789,16.571428571428573,2.9707569448537567,21.35164835164835,4.080777775467228,0,0.0,0,0.0,48.53846153846154,2.0779674487221205,48.53846153846154,2.0779674487221205,1390.5384615384614,50.08959920700054,14.164835164835164,2.6257855386054847,49.65934065934066,5.090775492593944,0,0.0,22.89010989010989,4.272523452768476,0,0.0,0,0.0,71.74725274725274,5.2293900357996,71.74725274725274,5.2293900357996,1323.1703296703297,70.48404940836771,0,0.0,0,0.0,0,0.0,0,0.0,41.641304347826086,3.392239111865318,8.847826086956522,2.4175856751921763,43.20652173913044,0.655291957048739,43.20652173913044,0.655291957048739,1271.0869565217392,71.87988334851339
dfs_sbe,21.86813186813187,3.733359497553529,43.252747252747255,4.875319719643254,16.571428571428573,2.9707569448537567,18.934065934065934,4.474128587538205,0,0.0,0,0.0,42.67032967032967,5.266360634684482,42.67032967032967,5.266360634684482,1273.2637362637363,113.84568846223726,13.23076923076923,2.6249949124899827,47.53846153846154,5.247872992000754,0,0.0,22.164835164835164,4.362119098337759,0,0.0,0,0.0,67.26373626373626,6.991797042622582,67.26373626373626,6.991797042622582,1263.7142857142858,97.4955880157645,0,0.0,0,0.0,0,0.0,0,0.0,39.56521739130435,3.677386637232237,7.782608695652174,2.4799241700411576,39.72826086956522,4.0602691971317935,39.72826086956522,4.0602691971317935,1183.695652173913,107.97514357128831
dfs_r,30.087912087912088,4.328502897076163,47.03076923076923,4.353613177863021,14.757142857142858,3.0853870729473183,21.786813186813188,3.602444127871434,0,0.0,0,0.0,59.45934065934066,4.638765674134998,59.45934065934066,4.638765674134998,1460.3934065934066,61.335177727680914,22.836263736263735,3.6746991669754956,48.38461538461539,4.678836631914593,0,0.0,25.451648351648352,3.5946073360535253,0,0.0,0,0.0,89.11428571428571,7.365972540637975,89.11428571428571,7.365972540637975,1472.417032967033,77.71596819032166,0,0.0,0,0.0,0,0.0,0,0.0,31.83586956521739,3.9754710788192944,21.033695652173915,3.3269361703512623,43.13478260869565,0.6976464058823998,43.13478260869565,0.6976464058823998,1440.267391304348,76.29707003773412
dfs_re,29.313186813186814,4.169898648593259,45.30769230769231,4.524696460209952,14.748351648351647,3.0893145140364786,20.93846153846154,3.506171495324308,0,0.0,0,0.0,56.713186813186816,5.3942622980941515,56.713186813186816,5.3942622980941515,1410.8357142857142,80.64772975010314,21.630769230769232,3.6053893258442145,46.26263736263736,4.955936719555594,0,0.0,24.626373626373628,3.509059002891276,0,0.0,0,0.0,84.17912087912087,8.420716980983329,84.17912087912087,8.420716980983329,1407.8494505494505,93.84580180087636,0,0.0,0,0.0,0,0.0,0,0.0,30.156521739130437,4.035406527579946,20.360869565217392,3.4271830376896832,40.58695652173913,3.0475098163592795,40.58695652173913,3.0475098163592795,1376.304347826087,105.55365602852791
dfs_rb,25.786813186813188,3.61828897900368,47.510989010989015,4.352128585324823,15.205494505494505,3.132668373979907,20.15714285714286,3.575452392992093,0,0.0,0,0.0,48.91208791208791,2.001915208672437,48.91208791208791,2.001915208672437,1374.9802197802198,47.43867727036415,14.483516483516484,2.533657428298944,48.27912087912088,4.318851568908227,0,0.0,24.121978021978023,3.341155910130215,0,0.0,0,0.0,72.39010989010988,5.091517891882186,72.39010989010988,5.091517891882186,1334.4857142857143,62.71923322184256,0,0.0,0,0.0,0,0.0,0,0.0,40.70434782608696,3.667577350525071,9.622826086956522,2.374172016985984,43.18804347826087,0.6828128456764345,43.18804347826087,0.6828128456764345,1275.5239130434782,78.44802742913524
dfs_rbe,24.861538461538462,3.752601422015464,45.395604395604394,4.5105404506396285,15.193406593406593,3.245028428915058,19.30989010989011,3.6018286195837486,0,0.0,0,0.0,45.89230769230769,3.809756185564913,45.89230769230769,3.809756185564913,1319.1714285714286,78.82451340318231,13.66043956043956,2.6238467683498183,46.26593406593407,4.814221227182105,0,0.0,23.31098901098901,3.630180015036896,0,0.0,0,0.0,68.25164835164836,7.001757796542517,68.25164835164836,7.001757796542517,1276.6620879120878,88.56560682854014,0,0.0,0,0.0,0,0.0,0,0.0,39.03695652173913,3.7315732952968874,9.041304347826086,2.5675700851797005,40.53260869565217,3.270706488643329,40.53260869565217,3.270706488643329,1214.108695652174,105.6078376631259
dfsLook_s,29.428571428571427,3.051931472737505,53.285714285714285,3.3806170189140663,10.219780219780219,3.0214132006294223,24.505494505494507,2.6220162995239895,0,0.0,0,0.0,70.2967032967033,2.8264406572165615,70.2967032967033,2.8264406572165615,1572.4835164835165,60.41787127762091,30.406593406593405,3.6787015280999533,54.51648351648352,3.7099345228203373,0,0.0,26.36263736263736,2.8694423907267477,0,0.0,0,0.0,112.42857142857143,8.027927444092843,112.42857142857143,8.027927444092843,1691.1593406593406,77.9606695399417,0,0.0,0,0.0,0,0.0,0,0.0,37.53260869565217,3.5408172116782533,21.630434782608695,2.207466805865188,51.59782608695652,2.3396241954671457,51.59782608695652,2.3396241954671457,1605.9565217391305,83.30427650770427
